"old","new"
"DigiPen Institute of Technology, Singapore","digipen institute of technology singapore"
"digital house","digital house"
"Digital House","digital house"
"Digital Skills Academy","digital skills academy"
"DigitalCrafts","digitalcrafts"
"Digitalcrafts","digitalcrafts"
"DIKU","diku"
"Diku","diku"
"dilasagram","dilasagram"
"Dilasagram Convent High School, Ballarpur","dilasagram convent high school ballarpur"
"Dilsukhnagar Public School","dilsukhnagar public school"
"Dilsukhnagar public school","dilsukhnagar public school"
"Dimocritus University of Thrace","dimocritus university of thrace"
"Dimocritus University of Thrace, KomotinÃƒÆ’Ã‚Â­",""
"Dimocritus University of Thrace, Xanthi","dimocritus university of thrace xanthi"
"Diocesan Boys' School","diocesan boys school"
"Diocesan Boys&#x27; School","diocesan boys&x27 school"
"Dipl.-Ing.","dipling"
"Diplomatic Academy of Ukraine","diplomatic academy of ukraine"
"Diponegoro University","diponegoro university"
"Directi","directi"
"DIS","dis"
"disha","disha"
"Disruption Institute","disruption institute"
"District University of BogotÃƒÆ’Ã‚Â¡",""
"DIT","dit"
"dit","dit"
"DIT Amity Group of Institution,Greater Noida","dit amity group of institution greater noida"
"DIT University","dit university"
"DIT UNIVERSITY","dit university"
"DIT University, Dehradun","dit university dehradun"
"DIT University,Dehradun","dit university dehradun"
"DIT, Dehradun (Dehradun Institute of Technology)","dit dehradun dehradun institute of technology"
"Dit,dehradun","dit dehradun"
"DITU","ditu"
"Diwan Chand Arya Sr. Sec. School","diwan chand arya sr sec school"
"Dixie College","dixie college"
"Dixie State University, Saint George","dixie state university saint george"
"DJ Sanghvi","dj sanghvi"
"DJ Sanghvi College of Engineering","dj sanghvi college of engineering"
"DJ Sanghvi College of Engineering, Mumbai","dj sanghvi college of engineering mumbai"
"DJMIT","djmit"
"DJTU","djtu"
"dkd","dkd"
"DKM college for women, vellore","dkm college for women vellore"
"DKTE&#x27;s Textile and Engineering Institute Ichalkaranji.","dkte&x27s textile and engineering institute ichalkaranji"
"DKTE&#x27;s textile and engineering institute,ichalkaranji","dkte&x27s textile and engineering institute ichalkaranji"
"DL D.A.V.   model school,shalimar bagh","dl dav model school shalimar bagh"
"DL D.A.V. Pitampura Delhi","dl dav pitura delhi"
"DL DAV Model School","dl dav model school"
"Dl dav model school shalimar bagh","dl dav model school shalimar bagh"
"DLDAV Model School","dl dav model school"
"DLDAV model school,Dehi","dldav model school dehi"
"Dlehi Public School","dlehi public school"
"DLMU","dlmu"
"DLUT","dlut"
"dlut","dlut"
"dmce","dmce"
"DMI College Of Engineering","dmi college of engineering"
"DMI college of engineering","dmi college of engineering"
"DMIETR","dmietr"
"DMMMSU","dmmmsu"
"DMPS","dmps"
"DMS","dms"
"DMS bhopal","dms bhopal"
"DMTS","dmts"
"Dnepropetrovsk National University","dnepropetrovsk national university"
"Dnepropetrovsk National University of Railway Transport","dnepropetrovsk national university of railway transport"
"Dnepropetrovsk National University of Railway Transport, Dnipropetrovs'k","dnepropetrovsk national university of railway transport dnipropetrovsk"
"Dnepropetrovsk National University, Dnipropetrovs'k","dnepropetrovsk national university dnipropetrovsk"
"Dnipropetrovsk National university","dnipropetrovsk national university"
"Dnipropetrovsk National University","dnipropetrovsk national university"
"Dnipropetrovs'kij Nacional'nij Universitet","dnipropetrovskij nacionalnij universitet"
"dntu","dntu"
"DNU","dnu"
"Dnyaneshwar Vidyapeeth, India","dnyaneshwar vidyapeeth india"
"Dnyanganga College of engg. and research, Pune.","dnyanganga college of engg and research pune"
"Doaba Group of Colleges","doaba group of colleges"
"DOABA INSTITUTE OF ENGINEERING & TECHNOLOGY (DIET), KHARAR, MOHALI.","doaba institute of engineering & technology diet kharar mohali"
"Doane College, Crete","doane college crete"
"Dobeles Valsts Gimnazija","dobeles valsts gimnazija"
"Dobri Daskalov","dobri daskalov"
"DOC","doc"
"Doeacc","doeacc"
"DOEACC","doeacc"
"does it matter","does it matter"
"does matter?","does matter"
"Doesn't Matter","doesnt matter"
"Dogod","dogod"
"Dogus University","dogus university"
"Dogus University, Ãƒâ€žÃ‚Â°stanbul",""
"Dokuz EylÃƒÆ’Ã‚Â¼l University",""
"Dokuz EylÃƒÆ’Ã‚Â¼l University, Ãƒâ€žÃ‚Â°zmir",""
"Dokuz Eyll University, zmir","dokuz eyll university zmir"
"DOLIFMP","dolifmp"
"Dollar Academy","dollar academy"
"Dolphin matric higher secondaryschool","dolphin matric higher secondaryschool"
"Dominican University","dominican university"
"Don Bosco","don bosco"
"don Bosco","don bosco"
"don bosco ,preambur","don bosco preambur"
"Don Bosco Academy","don bosco academy"
"Don Bosco Academy , patna","don bosco academy patna"
"Don Bosco Academy patna, bihar","don bosco academy patna bihar"
"don bosco academy,alirajpur","don bosco academy alirajpur"
"Don Bosco Bandel","don bosco bandel"
"Don Bosco College of Engineering, Fatorda, Goa","don bosco college of engineering fatorda goa"
"Don Bosco Guwahati","don bosco guwahati"
"Don Bosco High School","don bosco high school"
"Don Bosco High School, Baghachung,Jorhat","don bosco high school baghachung jorhat"
"Don Bosco High School, Hojai","don bosco high school hojai"
"Don Bosco Hr Sec School","don bosco hr sec school"
"Don Bosco Institite of Technology, Bangalore","don bosco institite of technology bangalore"
"Don Bosco Institue of technology Bangalore","don bosco institue of technology bangalore"
"don bosco institute of technologies","don bosco institute of technologies"
"Don Bosco Institute of Technology","don bosco institute of technology"
"Don Bosco Institute Of Technology","don bosco institute of technology"
"Don bosco institute of technology","don bosco institute of technology"
"Don Bosco Institute of Technology ,Mumbai,India","don bosco institute of technology mumbai india"
"Don Bosco Institute of Technology, Mumbai","don bosco institute of technology mumbai"
"don bosco institute of technology,bangalore","don bosco institute of technology bangalore"
"Don Bosco Institute of Technology,Bangalore","don bosco institute of technology bangalore"
"Don Bosco Liluah","don bosco liluah"
"Don Bosco Matric Hr Sec School","don bosco matric hr sec school"
"Don Bosco Park Circus","don bosco park circus"
"Don bosco school","don bosco school"
"Don Bosco School","don bosco school"
"Don Bosco School, Liluah","don bosco school liluah"
"Don Bosco School, Park Circus","don bosco school park circus"
"Don Bosco Technical Institute of Makati City","don bosco technical institute of makati city"
"Don Bosco, Bandel","don bosco bandel"
"don bosco, Guwahati","don bosco guwahati"
"Don State Technical University","don state technical university"
"Don State Technical University, Rostov-na-Donu","don state technical university rostovnadonu"
"Done","done"
"Done With School","done with school"
"Donetsk Institue of Artificial Intelligence","donetsk institue of artificial intelligence"
"Donetsk National Technical University","donetsk national technical university"
"Donetsk National Technical University, Donetsk","donetsk national technical university"
"Donetsk National University","donetsk national university"
"Donetsk National University, Donetsk","donetsk national university"
"Donetsk State Institute of Artificial Intelligence","donetsk state institute of artificial intelligence"
"Dong-A University, Pusan","donga university pusan"
"dongduk","dongduk"
"dongduk w.univ","dongduk wuniv"
"Dongduk Women's University","dongduk womens university"
"DongGuan Technology University","dongguan technology university"
"Dongguan University of Technology","dongguan university of technology"
"Dongguk University","dongguk university"
"Dongguk University, SÃƒâ€¦Ã¯Â¿Â½ul",""
"Dongguk University, Seoul","dongguk university seoul"
"donghua","donghua"
"Donghua University","donghua university"
"Donghua University, Shanghai","donghua university shanghai"
"Donghua University, Shanghai, Shanghai","donghua university shanghai"
"Dongmen Pimary School","dongmen pimary school"
"DongYing No.1 High School","dongying no1 high school"
"DonNTU","donntu"
"DOON INTERNATIONAL SCHOOL DEHRADUN","doon international school dehradun"
"Doon International School, Palia kalan, UP","doon international school palia kalan up"
"Doon Public School","doon public school"
"Doon public school","doon public school"
"Doon Valley Institute Of Engineering And Technology","doon valley institute of engineering and technology"
"Doon Valley Institute Of Engineering And Technology, Karnal","doon valley institute of engineering and technology karnal"
"Doon Valley Public School, Dehradun","doon valley public school dehradun"
"Dos Pueblos High School","dos pueblos high school"
"Doshisha University","doshisha university"
"Doshisha University, KyÃƒâ€¦Ã¯Â¿Â½to",""
"Doshisha University, Kyto","doshisha university kyto"
"Double Ten Middle School","double ten middle school"
"Dougherty valley high school","dougherty valley high school"
"Douglas College, New Westminster","douglas college new westminster"
"Downers Grove North High School","downers grove north high school"
"DPS","dps"
"dps","dps"
"DPS Bhilai","dps bhilai"
"DPS BOKARO","dps bokaro"
"DPS Chandigarh","dps chandigarh"
"DPS CHD","dps chd"
"DPS Dadri","dps dadri"
"DPS Dwarka","dps dwarka"
"dps dwarka","dps dwarka"
"Dps faridabad","dps faridabad"
"DPS Gandhinagar","dps gandhinagar"
"DPS Gurgaon","dps gurgaon"
"DPS Haridwar","dps haridwar"
"DPS Indirapuram","dps indirapuram"
"DPS International, Saket","dps international saket"
"dps kalyanpur","dps kalyanpur"
"DPS Kalyanpur","dps kalyanpur"
"dps mathura road","dps mathura road"
"DPS NOIDA","dps noida"
"DPS Noida","dps noida"
"DPS Patna","dps patna"
"DPS R.K Puram","dps rk puram"
"DPS Ranchi","dps ranchi"
"DPS risali","dps risali"
"DPS RK PURAM","dps rk puram"
"DPS RKP","dps rkp"
"DPS ROHINI","dps rohini"
"DPS VK","dps vk"
"dps, bhilai","dps bhilai"
"DPS, Dhaligaon","dps dhaligaon"
"DPS, Lucknow","dps lucknow"
"DPS, Rourkela","dps rourkela"
"DPS,RA","dps ra"
